Publication Type,Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,k,t,survey,,,
J,"Soroka, SN; Stecula, DA; Wlezien, C","It's (Change in) the (Future) Economy, Stupid: Economic Indicators, the Media, and Public Opinion",AMERICAN JOURNAL OF POLITICAL SCIENCE,,,English,Article,,,,,,,UNITED-STATES HOUSE; CLIMATE-CHANGE; PARTY SUPPORT; NEWS COVERAGE; IMPACT; EXPECTATIONS; PREFERENCES; PERFORMANCE; POPULARITY; POLITICS,"Economic perceptions affect policy preferences and government support. It thus matters that these perceptions are driven by factors other than the economy, including media coverage. We nevertheless know little about how media reflect economic trends, and whether they influence (or are influenced by) public economic perceptions. This article explores the economy, media, and public opinion, focusing in particular on whether media coverage and the public react to changes in or levels of economic activity, and the past, present, or future economy. Analyses rely on content-analytic data drawn from 30,000 news stories over 30 years in the United States. Results indicate that coverage reflects change in the future economy, and that this both influences and is influenced by public evaluations. These patterns make more understandable the somewhat surprising finding of positive coverage and public assessments in the midst of the Great Recession. They also may help explain previous findings in political behavior.","[Soroka, Stuart N.] Univ Michigan, Commun Studies & Polit Sci, Ann Arbor, MI 48109 USA; [Soroka, Stuart N.] Univ Michigan, Inst Social Res, Ctr Polit Studies, Ann Arbor, MI 48109 USA; [Stecula, Dominik A.] Univ British Columbia, Dept Polit Sci, Vancouver, BC V6T 1Z1, Canada; [Wlezien, Christopher] Univ Texas Austin, Dept Govt, Govt, Austin, TX 78712 USA",University of Michigan System; University of Michigan; University of Michigan System; University of Michigan; University of British Columbia; University of Texas System; University of Texas Austin,"Soroka, SN (corresponding author), Univ Michigan, Commun Studies & Polit Sci, 5370 North Quad,105 South State St, Ann Arbor, MI 48109 USA.",ssoroka@umich.edu; d.stecula@alumni.ubc.ca; wlezien@austin.utexas.edu,"Wlezien, Christopher/L-4043-2019; Soroka, Stuart/N-6501-2019","Stecula, Dominik/0000-0001-6724-7559","Fonds de recherche sur la societe et la culture, Quebec, Canada","Fonds de recherche sur la societe et la culture, Quebec, Canada","Previous versions of this article were presented at the 68th Annual Conference of the American Association for Public Opinion Research, Boston, May 2013, and the 71st Annual Conference of the Midwest Political Science Association, Chicago, April 2013. We are grateful to Stephen Farnsworth and J. Scott Matthews for helpful advice along the way, to Brian J. Fogarty for comments on a previous draft, to Ataman Ozyildirim for help with Conference Board indicators, and to Lori Young for her work on the Lexicoder Sentiment Dictionary. Partial support for this research was provided by the Fonds de recherche sur la societe et la culture, Quebec, Canada. The data used in this study, as well as a do-file replicating all the results, are available directly from the authors at snsoroka.com, as well as in the AJPS Data Archive on Dataverse (http://dvn.iq.harvard.edu/dvn/dv/ajps).",,96,138,164,3,59,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0092-5853,1540-5907,,AM J POLIT SCI,Am. J. Polit. Sci.,APR,2015,59,2,,,,,457,474,,10.1111/ajps.12145,http://dx.doi.org/10.1111/ajps.12145,,,18,Political Science,Social Science Citation Index (SSCI),Government & Law,CF4QI,,Green Published,,,2024-06-14,WOS:000352535000012,View Full Record in Web of Science,0,0,economy,,,
J,"Anderson, E","DEMOCRACY, PUBLIC POLICY, AND LAY ASSESSMENTS OF SCIENTIFIC TESTIMONY",EPISTEME-A JOURNAL OF INDIVIDUAL AND SOCIAL EPISTEMOLOGY,,,English,Article,,,,,,,CLIMATE,"Responsible public policy making in a technological society must rely on complex scientific reasoning. Given that ordinary citizens cannot directly assess such reasoning, does this call the democratic legitimacy of technical public policies in question? It does not, provided citizens can make reliable second-order assessments of the consensus of trustworthy scientific experts. I develop criteria for lay assessment of scientific testimony and demonstrate, in the case of claims about anthropogenic global warming, that applying such criteria is easy for anyone of ordinary education with access to the Web. However, surveys show a gap between the scientific consensus and public opinion on global warming in the U.S. I explore some causes of this gap and argue that democratic reforms of our culture of political discourse may be able to address it.","Univ Michigan, Ann Arbor, MI 48109 USA",University of Michigan System; University of Michigan,"Anderson, E (corresponding author), Univ Michigan, Ann Arbor, MI 48109 USA.",,,,,,,,57,138,154,0,21,CAMBRIDGE UNIV PRESS,NEW YORK,"32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA",1742-3600,1750-0117,,EPISTEME-J INDIV SOC,Episteme,JUN,2011,8,2,,,,,144,164,,10.3366/epi.2011.0013,http://dx.doi.org/10.3366/epi.2011.0013,,,21,Philosophy,Arts & Humanities Citation Index (A&HCI),Philosophy,029QA,,,,,2024-06-14,WOS:000310509400002,View Full Record in Web of Science,1,1,focus group,,,
J,"West, J; Bailey, I; Winter, M",Renewable energy policy and public perceptions of renewable energy: A cultural theory approach,ENERGY POLICY,,,English,Article,,,,,,Cultural theory; Public perceptions; Renewable energy,CLIMATE-CHANGE; RISK; INSTITUTIONS; ACCEPTANCE; OPPOSITION; GOVERNANCE; ATTITUDES; WALES,"Public opposition to the siting of renewable energy (RE) facilities and public reluctance to invest in RE remain key obstacles to the expansion of the renewables sector in the UK and a number of other European countries. Although there is a growing body of qualitative research on factors that inform public attitudes towards RE, the majority of studies have tended to be quantitative and to view 'the public' and 'public opinion' as homogeneous wholes. This study uses a cultural theory framework and focus groups conducted in the South West UK to develop deeper understandings of how individuals' worldviews can inform opinions and behaviour in relation to RE. These findings are used to explore ways in which government policies on RE might be tailored to engender greater public support and participation. Issues discussed include the provision of economic incentives, information on climate change and RE, linking renewables to overall energy behaviour, and landscape aesthetics. (C) 2010 Elsevier Ltd. All rights reserved.","[West, J.; Bailey, I.] Univ Plymouth, Sch Geog Earth & Environm Sci, Plymouth PL4 8AA, Devon, England; [Winter, M.] Univ Exeter, Ctr Rural Policy Res, Dept Polit, Exeter EX4 4RJ, Devon, England",University of Plymouth; University of Exeter,"West, J (corresponding author), Univ Plymouth, Sch Geog Earth & Environm Sci, Plymouth PL4 8AA, Devon, England.",jodie.west@plymouth.ac.uk; ian.bailey@plymouth.ac.uk; d.m.winter@exeter.ac.uk,"Bailey, Ian/AGZ-8771-2022","Bailey, Ian/0000-0002-6865-8306",,,,,73,137,152,2,85,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0301-4215,1873-6777,,ENERG POLICY,Energy Policy,OCT,2010,38,10,,,,,5739,5748,,10.1016/j.enpol.2010.05.024,http://dx.doi.org/10.1016/j.enpol.2010.05.024,,,10,Economics; Energy & Fuels; Environmental Sciences; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Energy & Fuels; Environmental Sciences & Ecology,655HO,,,,,2024-06-14,WOS:000282240100042,View Full Record in Web of Science,1,11,Gallup,,,
J,"Marquart-Pyatt, ST; McCright, AM; Dietz, T; Dunlap, RE",Politics eclipses climate extremes for climate change perceptions,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,,,English,Article,,,,,,Climate change; Climate Extremes Index; Climate change perceptions; Political orientation; Public opinion,LOCAL WEATHER; BELIEF; TEMPERATURE; EXPERIENCE; POLICY; VULNERABILITY; ATTITUDES; OPINIONS; INCREASE; SUPPORT,"Whether or not actual shifts in climate influence public perceptions of climate change remains an open question, one with important implications for societal response to climate change. We use the most comprehensive public opinion survey data on climate change available for the US to examine effects of annual and seasonal climate variation. Our results show that political orientation has the most important effect in shaping public perceptions about the timing and seriousness of climate change. Objective climatic conditions do not influence Americans' perceptions of the timing of climate change and only have a negligible effect on perceptions about the seriousness of climate change. These results suggest that further changes in climatic conditions are unlikely to produce noticeable shifts in Americans' climate change perceptions. (C) 2014 Elsevier Ltd. All rights reserved.","[Marquart-Pyatt, Sandra T.; Dietz, Thomas] Michigan State Univ, Dept Sociol, E Lansing, MI 48824 USA; [Marquart-Pyatt, Sandra T.; Dietz, Thomas] Michigan State Univ, Environm Sci & Policy Program, E Lansing, MI 48824 USA; [McCright, Aaron M.] Michigan State Univ, Lyman Briggs Coll, Dept Sociol, E Lansing, MI 48825 USA; [McCright, Aaron M.] Michigan State Univ, Environm Sci & Policy Program, E Lansing, MI 48825 USA; [Dunlap, Riley E.] Oklahoma State Univ, Dept Sociol, Stillwater, OK 74078 USA",Michigan State University; Michigan State University; Michigan State University; Michigan State University; Oklahoma State University System; Oklahoma State University - Stillwater,"McCright, AM (corresponding author), Michigan State Univ, Lyman Briggs Coll, Dept Sociol, 919 East Shaw Lane,Room E-35, E Lansing, MI 48825 USA.",mccright@msu.edu,"Dunlap, Riley E./Z-1676-2019; McCright, Aaron Matthew/Z-1967-2019","Dunlap, Riley E./0000-0002-7047-3757; Dietz, Thomas/0000-0001-9399-0784",US National Science Foundation; Great Lakes Integrated Sciences and Assessments Center - National Oceanographic and Atmospheric Administration; Michigan AgBio Research; Office Of The Director; Office of Integrative Activities [1301789] Funding Source: National Science Foundation,US National Science Foundation(National Science Foundation (NSF)); Great Lakes Integrated Sciences and Assessments Center - National Oceanographic and Atmospheric Administration; Michigan AgBio Research; Office Of The Director; Office of Integrative Activities(National Science Foundation (NSF)NSF - Office of the Director (OD)NSF - Office of Integrative Activities (OIA)),"The authors thank the Gallup Organization for making its data available for analysis. AM McCright and T Dietz were supported in part by the US National Science Foundation while conducting this research. Dietz's work is also supported in part by the Great Lakes Integrated Sciences and Assessments Center, funded by the National Oceanographic and Atmospheric Administration and by Michigan AgBio Research.",,56,136,156,18,201,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0959-3780,1872-9495,,GLOBAL ENVIRON CHANG,Glob. Environ. Change-Human Policy Dimens.,NOV,2014,29,,,,,,246,257,,10.1016/j.gloenvcha.2014.10.004,http://dx.doi.org/10.1016/j.gloenvcha.2014.10.004,,,12,Environmental Sciences; Environmental Studies; Geography,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Geography,AZ1SD,,,,,2024-06-14,WOS:000348017200022,View Full Record in Web of Science,0,0,nuclear,,,
J,"Stoutenborough, JW; Sturgess, SG; Vedlitz, A","Knowledge, risk, and policy support: Public perceptions of nuclear power",ENERGY POLICY,,,English,Article,,,,,,Nuclear energy; Public opinion; Risk,ENVIRONMENTAL ACTIVISM; COLLECTIVE ACTION; CLIMATE-CHANGE; ATTITUDES; PREFERENCES; WELFARE,"Nuclear energy was becoming increasingly popular as an alternative to air polluting fossil fuel technologies through the latter half of the 2000s. The tragic events of March 11, 2011 in Fukushima, Japan appear to have instantly killed any momentum the nuclear industry had gained. While unfortunate, many argue that nuclear power is still a safe alternative and that the Fukushima disaster resulted from insufficient safety regulations in Japan, a problem that does not exist in the United States. This project examines U.S. public support for nuclear energy one year after the Fukushima tragedy, seeking to understand the influence of knowledge and risk perceptions on policy support. We evaluate public support for nuclear energy policy from several perspectives using risk and attitudinal measurements that are more specific than often found in the literature to obtain a greater understanding of the connection between policy and risk. (C) 2013 Elsevier Ltd. All rights reserved.","[Stoutenborough, James W.] Univ Alabama, Dept Polit Sci, Huntsville, AL 35899 USA; [Sturgess, Shelbi G.; Vedlitz, Arnold] Texas A&M Univ, Inst Sci Technol & Publ Policy, Bush Sch Govt & Publ Serv, College Stn, TX 77843 USA",University of Alabama System; University of Alabama Huntsville; Texas A&M University System; Texas A&M University College Station; Bush School of Government & Public Service,"Vedlitz, A (corresponding author), Texas A&M Univ, Inst Sci Technol & Publ Policy, Bush Sch Govt & Publ Serv, College Stn, TX 77843 USA.",avedlitz@tamu.edu,,"Stoutenborough, James/0000-0002-9519-0251","Texas A&M University's Crisman Institute for Petroleum Research in the Harold Vance Department of Petroleum Engineering; Institute for Science, Technology and Public Policy in the Bush School; Office of the Vice President for Research","Texas A&M University's Crisman Institute for Petroleum Research in the Harold Vance Department of Petroleum Engineering; Institute for Science, Technology and Public Policy in the Bush School; Office of the Vice President for Research","This material is based upon research conducted by the Institute for Science, Technology and Public Policy in The Bush School of Government and Public Service, Texas A&M University in cooperation with the Texas A&M Energy Institute. The research was supported by Texas A&M University's Crisman Institute for Petroleum Research in the Harold Vance Department of Petroleum Engineering, the Institute for Science, Technology and Public Policy in the Bush School, and the Office of the Vice President for Research. The statements, findings, conclusions, and recommendations are those of the authors and do not necessarily reflect the views of the Texas AM Energy Institute, the Crisman Institute for Petroleum Research, or the Office of the Vice President for Research.",,61,135,149,6,144,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0301-4215,1873-6777,,ENERG POLICY,Energy Policy,NOV,2013,62,,,,,,176,184,,10.1016/j.enpol.2013.06.098,http://dx.doi.org/10.1016/j.enpol.2013.06.098,,,9,Economics; Energy & Fuels; Environmental Sciences; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Energy & Fuels; Environmental Sciences & Ecology,249IG,,,,,2024-06-14,WOS:000326770300020,View Full Record in Web of Science,1,6,"AuSSA, AES",,,
J,"Tranter, B",Political divisions over climate change and environmental issues in Australia,ENVIRONMENTAL POLITICS,,,English,Article,,,,,,Green; environmental movement; political leaders; climate change; global warming,WILLINGNESS-TO-PAY; PUBLIC-OPINION; PROTECTION; GREEN,"Willingness to pay to address environmental problems is influenced by partisanship in Australia. Ceteris paribus, the support base of environmental concerns is generally much stronger among Labor and Green supporters, postmaterialists, those who engage in eastern spiritual practices and professionals. Women are more likely than men to favour environmental protection over economic growth, to pay extra tax to protect the environment and to believe global warming will pose a serious threat during their lifetime. Support for renewable energy is stronger among younger Australians, suggesting demand may increase with generational replacement. Political leaders influence public concerns over global warming and other environmental issues across the partisan divide, yet while political elites remain divided over the implications of climatic change, the shift in public opinion and behaviour necessary to avert such problems is unlikely to occur.","Univ Tasmania, Sch Sociol & Social Work, Hobart, Tas, Australia",University of Tasmania,"Tranter, B (corresponding author), Univ Tasmania, Sch Sociol & Social Work, Hobart, Tas, Australia.",bruce.tranter@utas.edu.au,"Tranter, Bruce/J-6818-2014","Tranter, Bruce/0000-0002-0649-6065",,,,,52,128,135,4,38,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0964-4016,1743-8934,,ENVIRON POLIT,Environ. Polit.,,2011,20,1,,,,,78,96,,10.1080/09644016.2011.538167,http://dx.doi.org/10.1080/09644016.2011.538167,,,19,Environmental Studies; Political Science,Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Government & Law,739UF,,,,,2024-06-14,WOS:000288743000005,View Full Record in Web of Science,1,3,Pew,,,
J,"Borick, CP; Rabe, BG",A Reason to Believe: Examining the Factors that Determine Individual Views on Global Warming,SOCIAL SCIENCE QUARTERLY,,,English,Article,,,,,,,IDEOLOGICAL REALIGNMENT; PUBLIC-OPINION; AMERICAN,"Objectives. In this article we examine the causes of both belief and disbelief in global warming among adult Americans. Methods. We use national- and state-level telephone surveys to collect data on individual-level beliefs regarding climate change and employ ordered logistical regression to measures the relative effect of various factors on those beliefs. Results. The study finds that U.S. views on climate change are being shaped by a combination of personal observations, meteorological events, and physical changes on the planet. The impact of various factors on one's belief in global warming are significantly determined by partisan affiliation, with Democrats and Republicans responding differently to assorted types of evidence. Conclusion. Beliefs regarding global warming are being shaped by individual experiences and weather phenomenon and the processing of such factors is substantially influenced by a person's partisan leanings.","[Borick, Christopher P.] Muhlenberg Coll, Dept Sci, Allentown, PA 18104 USA; [Rabe, Barry G.] Univ Michigan, Ann Arbor, MI 48109 USA",University of Michigan System; University of Michigan,"Borick, CP (corresponding author), Muhlenberg Coll, Dept Sci, 2400 W Chew St, Allentown, PA 18104 USA.",cborick@muhlenberg.edu,,,,,,,37,128,165,0,49,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0038-4941,1540-6237,,SOC SCI QUART,Soc. Sci. Q.,SEP,2010,91,3,,,,,777,800,,10.1111/j.1540-6237.2010.00719.x,http://dx.doi.org/10.1111/j.1540-6237.2010.00719.x,,,24,Political Science; Sociology,Social Science Citation Index (SSCI),Government & Law; Sociology,633DJ,,,,,2024-06-14,WOS:000280479400011,View Full Record in Web of Science,0,0,meta,,,
J,"Clarke, CE; Bugden, D; Hart, PS; Stedman, RC; Jacquet, JB; Evensen, DTN; Boudet, HS",How geographic distance and political ideology interact to influence public perception of unconventional oil/natural gas development,ENERGY POLICY,,,English,Article,,,,,,Unconventional oil and gas development; Hydraulic fracturing; Proximity; Construal level theory; Risk communication; Public perception,NATURAL-GAS; CLIMATE-CHANGE; ENERGY; PROXIMITY; FRACKING; ATTITUDES; POLARIZATION; PENNSYLVANIA; COMMUNITIES; OPINIONS,"A growing area of research has addressed public perception of unconventional oil and natural gas development via hydraulic fracturing (tracking). We extend this research by examining how geographic proximity to such extraction interacts with political ideology to influence issue support. Regression analysis of,data from a fall 2013 national telephone survey of United States residents reveals that as respondents' geographic distance from areas experiencing significant development increases, political ideology becomes more strongly associated with issue support, with the liberal-partisan divide widening. Our findings support construal level theory's central premise: that people use more abstract considerations (like political ideology) the more geographically removed they are from an issue. We discuss implications for studying public opinion of energy development as well as for risk communication. (C) 2016 Elsevier Ltd. All rights reserved.","[Clarke, Christopher E.] George Mason Univ, Dept Commun, 4400 Univ Dr,MS 3D6, Fairfax, VA 22030 USA; [Bugden, Dylan] Cornell Univ, Dept Nat Resources, Ithaca, NY 14850 USA; [Hart, P. Sol] Univ Michigan, Dept Commun Studies, Program Environm, Ann Arbor, MI 48109 USA; [Stedman, Richard C.] Cornell Univ, Dept Nat Resources, Human Dimens Res Unit, Ithaca, NY 14850 USA; [Jacquet, Jeffrey B.] South Dakota State Univ, Dept Sociol & Rural Studies, Brookings, SD 57007 USA; [Evensen, Darrick T. N.] Cardiff Univ, Sch Psychol, Cardiff CF10 3AT, S Glam, Wales; [Boudet, Hilary S.] Oregon State Univ, Dept Sociol, Corvallis, OR 97331 USA",George Mason University; Cornell University; University of Michigan System; University of Michigan; Cornell University; South Dakota State University; Cardiff University; Oregon State University,"Clarke, CE (corresponding author), George Mason Univ, Dept Commun, 4400 Univ Dr,MS 3D6, Fairfax, VA 22030 USA.",cclark27@gmu.edu; deb325@cornell.edu; solhart@umich.edu; Rcs6@cornell.edu; Jeffrey.jacquet@sdstate.edu; evensend@cardiff.ac.uk; Hilary.boudet@oregonstate.edu,"Evensen, Darrick/AAK-9941-2021; Jacquet, Jeffrey/AAP-8106-2020; Bugden, Dylan/AAD-9421-2020","Evensen, Darrick/0000-0001-8892-0052; Bugden, Dylan/0000-0001-5696-5467",,,,,62,124,141,2,84,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0301-4215,1873-6777,,ENERG POLICY,Energy Policy,OCT,2016,97,,,,,,301,309,,10.1016/j.enpol.2016.07.032,http://dx.doi.org/10.1016/j.enpol.2016.07.032,,,9,Economics; Energy & Fuels; Environmental Sciences; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Energy & Fuels; Environmental Sciences & Ecology,DV9WM,,Green Accepted,,,2024-06-14,WOS:000383292900028,View Full Record in Web of Science,0,0,fracking,,,
J,"Shwom, R; Bidwell, D; Dan, A; Dietz, T",Understanding US public support for domestic climate change policies,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,,,English,Article,,,,,,Public opinion formation; Climate change policy support; Climate politics; Greenhouse gas reductions,ENVIRONMENTAL CONCERN; RISK PERCEPTIONS; UNITED-STATES; VALUES; PERSPECTIVES; BELIEFS; IMPACT; VIEWS,"In the U.S., public support for federal, state and local efforts to reduce greenhouse gases (GHGs) continues to be a crucial element of the political viability of these proposals. We present a detailed analysis of the reasons given by the general public of Michigan and Virginia for supporting or rejecting a number of policies that could be implemented to meet GHG reductions. The data allow us to analyze the relationships between reasons provided by respondents, social psychological and demographic characteristics, and policy support. This analysis can provide policymakers pragmatic guidance in (1) developing tactics to engage the public that build on current concerns about climate change policies and (2) crafting and communicating policies that garner support from various segments of the public. This analysis also raises theoretical questions regarding the relationship between public discourse on environmental issues and the formation of public policy support. We suggest that future efforts to understand the U.S. dynamics of public support for climate change policies could benefit from understanding the public discursive and the reasoning processes that underlie public opinion formation. (C) 2010 Elsevier Ltd. All rights reserved.","[Shwom, Rachael] Rutgers State Univ, Dept Human Ecol, New Brunswick, NJ 08901 USA; [Bidwell, David; Dietz, Thomas] Michigan State Univ, Dept Sociol, E Lansing, MI 48824 USA; [Bidwell, David; Dan, Amy; Dietz, Thomas] Michigan State Univ, Environm Sci & Policy Program, E Lansing, MI 48824 USA",Rutgers University System; Rutgers University New Brunswick; Michigan State University; Michigan State University,"Shwom, R (corresponding author), Rutgers State Univ, Dept Human Ecol, Cook Off Bldg,55 Dudley Rd,Room 202, New Brunswick, NJ 08901 USA.",shwomrac@rci.rutgers.edu,,"Dietz, Thomas/0000-0001-9399-0784; Bidwell, David/0000-0001-7748-1357; Shwom, Rachael/0000-0002-9648-1659",National Science Foundation [SES-0340621]; Michigan State University,National Science Foundation(National Science Foundation (NSF)); Michigan State University,This research was funded by the National Science Foundation (Grant # SES-0340621) and by the Environmental Science and Policy Program of Michigan State University.,,82,124,140,3,48,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0959-3780,,,GLOBAL ENVIRON CHANG,Glob. Environ. Change-Human Policy Dimens.,AUG,2010,20,3,,,SI,,472,482,,10.1016/j.gloenvcha.2010.02.003,http://dx.doi.org/10.1016/j.gloenvcha.2010.02.003,,,11,Environmental Sciences; Environmental Studies; Geography,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Geography,626NZ,,,,,2024-06-14,WOS:000279974000014,View Full Record in Web of Science,1,1,custom,,,
J,"Brüggemann, M",Between Frame Setting and Frame Sending: How Journalists Contribute to News Frames,COMMUNICATION THEORY,,,English,Article,,,,,,,PUBLIC-OPINION; CLIMATE-CHANGE; MEDIA; POLITICS; PRESS; TELEVISION; COVERAGE; STRATEGY; BALANCE; CULTURE,"Framing has grown into a thriving approach to analyze media content and effects. Research on frame building is less well developed. In particular, journalists' contributions to shaping the frames in the news deserve further analysis. This article conceptualizes these contributions to creating news frames: Journalistic framing practices are situated on a continuum between frame setting and frame sending. Journalists frame their articles more or less in line with their own interpretations. The challenge for research is to identify the conditions that determine the degree of journalistic frame setting. The article therefore identifies mechanisms and factors that play a role in determining to what degree journalistic frame enactment takes place.","Univ Zurich, Inst Mass Commun & Media Res, CH-8006 Zurich, Switzerland",University of Zurich,"Brüggemann, M (corresponding author), Univ Zurich, Inst Mass Commun & Media Res, CH-8006 Zurich, Switzerland.",michael@bruegge.net,,,,,,,74,123,153,3,97,OXFORD UNIV PRESS INC,CARY,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",1050-3293,1468-2885,,COMMUN THEOR,Commun. Theory,FEB,2014,24,1,,,,,61,82,,10.1111/comt.12027,http://dx.doi.org/10.1111/comt.12027,,,22,Communication,Social Science Citation Index (SSCI),Communication,290GT,,,,,2024-06-14,WOS:000329743500004,View Full Record in Web of Science,0,0,theory,,,
J,"Howe, PD; Marlon, JR; Mildenberger, M; Shield, BS",How will climate change shape climate opinion?,ENVIRONMENTAL RESEARCH LETTERS,,,English,Review,,,,,,perceptions; climate change; personal experience; weather; extreme events,EXTREME WEATHER EVENTS; CONSTRUAL-LEVEL THEORY; LOCAL WEATHER; RISK PERCEPTION; PERSONAL-EXPERIENCE; PUBLIC PERCEPTIONS; CHANGE MITIGATION; CHANGE BELIEFS; TEMPERATURE ANOMALIES; US,"As climate change intensifies, global publics will experience more unusual weather and extreme weather events. How will individual experiences with these weather trends shape climate change beliefs, attitudes, and behaviors? In this article, we review 73 papers that have studied the relationship between climate change experiences and public opinion. Overall, we find mixed evidence that weather shapes climate opinions. Although there is some support for a weak effect of local temperature and extreme weather events on climate opinion, the heterogeneity of independent variables, dependent variables, study populations, and research designs complicate systematic comparison. To advance research on this critical topic, we suggest that future studies pay careful attention to differences between self-reported and objective weather data, causal identification, and the presence of spatial autocorrelation in weather and climate data. Refining research designs and methods in future studies will help us understand the discrepancies in results, and allow better detection of effects, which have important practical implications for climate communication. As the global population increasingly experiences weather conditions outside the range of historical experience, researchers, communicators, and policymakers need to understand how these experiences shape-and are shaped by-public opinions and behaviors.","[Howe, Peter D.; Shield, Brittany S.] Utah State Univ, Dept Environm & Soc, Logan, UT 84322 USA; [Marlon, Jennifer R.] Yale Univ, Sch Forestry & Environm Studies, New Haven, CT 06511 USA; [Mildenberger, Matto] Univ Calif Santa Barbara, Dept Polit Sci, Santa Barbara, CA 93106 USA",Utah System of Higher Education; Utah State University; Yale University; University of California System; University of California Santa Barbara,"Howe, PD (corresponding author), Utah State Univ, Dept Environm & Soc, Logan, UT 84322 USA.",peter.howe@usu.edu,,"Harris, Brittany/0000-0001-7644-9726",National Science Foundation [BCS-1753082],National Science Foundation(National Science Foundation (NSF)),We thank Parrish Bergquist and Anthony Leiserowitz for comments in development of the paper. Partial support was provided by the National Science Foundation (BCS-1753082).,,108,122,129,20,90,IOP PUBLISHING LTD,BRISTOL,"TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND",1748-9326,,,ENVIRON RES LETT,Environ. Res. Lett.,NOV,2019,14,11,,,,,,,113001,10.1088/1748-9326/ab466a,http://dx.doi.org/10.1088/1748-9326/ab466a,,,17,Environmental Sciences; Meteorology & Atmospheric Sciences,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Meteorology & Atmospheric Sciences,JX6IY,,"gold, Green Published",,,2024-06-14,WOS:000503837400001,View Full Record in Web of Science,0,0,metaanalysis,,,
