"","country","year","item","r","n","survey","cc_rank"
"58","Austria",2010,"gen_evncon_6",5,5050.38864703536,"ess_combo",42
"59","Austria",2010,"gen_evncon_6",6,4388.81324854057,"ess_combo",42
"60","Austria",2016,"climate_chg_4",1,33.6482630924415,"ess8",42
"61","Austria",2016,"climate_chg_4",2,109.238934007019,"ess8",42
"62","Austria",2016,"climate_chg_4",3,764.190143278076,"ess8",42
"63","Austria",2016,"climate_chg_4",4,1053.91866307353,"ess8",42
"64","Austria",2016,"climate_tax_5",1,318.677150175085,"ess8",42
"65","Austria",2016,"climate_tax_5",2,565.21054270409,"ess8",42
"66","Austria",2016,"climate_tax_5",3,464.666629545037,"ess8",42
"67","Austria",2016,"climate_tax_5",4,472.176714068257,"ess8",42
"68","Austria",2016,"climate_tax_5",5,157.310628681494,"ess8",42
"69","Austria",2016,"gen_clicon_5",1,281.887688223018,"ess8",42
"70","Austria",2016,"gen_clicon_5",2,795.563635438348,"ess8",42
"71","Austria",2016,"gen_clicon_5",3,759.163467527615,"ess8",42
"72","Austria",2016,"gen_clicon_5",4,145.292700900155,"ess8",42
"73","Austria",2016,"gen_clicon_5",5,20.616038864628,"ess8",42
"74","Austria",2016,"spe_indchge_11",1,23.9789207570456,"ess8",42
"75","Austria",2016,"spe_indchge_11",2,3.85177422562682,"ess8",42
"76","Austria",2016,"spe_indchge_11",3,14.4493078665466,"ess8",42
"77","Austria",2016,"spe_indchge_11",4,24.0809611407062,"ess8",42
"78","Austria",2016,"spe_indchge_11",5,34.9377988071482,"ess8",42
"79","Austria",2016,"spe_indchge_11",6,130.303307908413,"ess8",42
"80","Austria",2016,"spe_indchge_11",7,135.837869847242,"ess8",42
"81","Austria",2016,"spe_indchge_11",8,297.645163799621,"ess8",42
"82","Austria",2016,"spe_indchge_11",9,384.425217553037,"ess8",42
"83","Austria",2016,"spe_indchge_11",10,305.081947005076,"ess8",42
"84","Austria",2016,"spe_indchge_11",11,644.202999970674,"ess8",42
"85","Austria",2016,"spe_indchge_6",1,41.4770997363532,"ess8",42
"86","Austria",2016,"spe_indchge_6",2,132.844828499766,"ess8",42
"87","Austria",2016,"spe_indchge_6",3,583.589536056619,"ess8",42
"88","Austria",2016,"spe_indchge_6",4,559.172675343007,"ess8",42
"89","Austria",2016,"spe_indchge_6",5,465.567539028872,"ess8",42
"90","Austria",2016,"spe_indchge_6",6,221.404296758002,"ess8",42
"91","Austria",2016,"sup_govaction_5",1,1927.4629171594,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"92","Austria",2016,"sup_govaction_5",2,1207.82785465645,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"93","Austria",2016,"sup_govaction_5",3,2567.13003855812,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"94","Austria",2016,"sup_govaction_5",4,5277.12905057179,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"95","Austria",2016,"sup_govaction_5",5,6617.73683788733,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"96","Belgium",2010,"gen_evncon_6",1,53.0318816010514,"ess_combo",42
"97","Belgium",2010,"gen_evncon_6",2,221.074378279322,"ess_combo",42
"98","Belgium",2010,"gen_evncon_6",3,737.405527905094,"ess_combo",42
"99","Belgium",2010,"gen_evncon_6",4,3188.16386395471,"ess_combo",42
"100","Belgium",2010,"gen_evncon_6",5,7428.3857368971,"ess_combo",42
"101","Belgium",2010,"gen_evncon_6",6,4414.99522950037,"ess_combo",42
"102","Belgium",2016,"climate_chg_4",1,9.99328962690223,"ess8",42
"103","Belgium",2016,"climate_chg_4",2,51.0102560933006,"ess8",42
"104","Belgium",2016,"climate_chg_4",3,564.014589801492,"ess8",42
"105","Belgium",2016,"climate_chg_4",4,1139.98099572806,"ess8",42
"106","Belgium",2016,"climate_tax_5",1,321.987954206117,"ess8",42
"107","Belgium",2016,"climate_tax_5",2,503.024454709581,"ess8",42
"108","Belgium",2016,"climate_tax_5",3,363.862074236142,"ess8",42
"109","Belgium",2016,"climate_tax_5",4,428.197737625586,"ess8",42
"110","Belgium",2016,"climate_tax_5",5,142.939415657616,"ess8",42
"111","Belgium",2016,"gen_clicon_5",1,162.99079577209,"ess8",42
"112","Belgium",2016,"gen_clicon_5",2,616.014189153918,"ess8",42
"113","Belgium",2016,"gen_clicon_5",3,624.979872259094,"ess8",42
"114","Belgium",2016,"gen_clicon_5",4,279.00023918951,"ess8",42
"115","Belgium",2016,"gen_clicon_5",5,81.0108803252929,"ess8",42
"116","Belgium",2016,"spe_indchge_11",1,7.97212406898846,"ess8",42
"117","Belgium",2016,"spe_indchge_11",2,6.95176374377481,"ess8",42
"118","Belgium",2016,"spe_indchge_11",3,20.9875121000533,"ess8",42
"119","Belgium",2016,"spe_indchge_11",4,28.9374934003932,"ess8",42
"120","Belgium",2016,"spe_indchge_11",5,21.9868952850907,"ess8",42
"121","Belgium",2016,"spe_indchge_11",6,90.0209650180129,"ess8",42
"122","Belgium",2016,"spe_indchge_11",7,110.988085474335,"ess8",42
"123","Belgium",2016,"spe_indchge_11",8,217.111617632062,"ess8",42
"124","Belgium",2016,"spe_indchge_11",9,450.02431161004,"ess8",42
"125","Belgium",2016,"spe_indchge_11",10,385.111128665215,"ess8",42
"126","Belgium",2016,"spe_indchge_11",11,423.910982575687,"ess8",42
"127","Belgium",2016,"spe_indchge_6",1,22.9728492451868,"ess8",42
"128","Belgium",2016,"spe_indchge_6",2,71.0451777554755,"ess8",42
"129","Belgium",2016,"spe_indchge_6",3,383.899489875947,"ess8",42
"130","Belgium",2016,"spe_indchge_6",4,521.067557936541,"ess8",42
"131","Belgium",2016,"spe_indchge_6",5,522.082420388741,"ess8",42
"132","Belgium",2016,"spe_indchge_6",6,242.930889644953,"ess8",42
"133","Belgium",2016,"sup_govaction_5",1,926.926318966404,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"134","Belgium",2016,"sup_govaction_5",2,1909.20464503189,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"135","Belgium",2016,"sup_govaction_5",3,3183.49902973638,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"136","Belgium",2016,"sup_govaction_5",4,5779.75992858657,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"137","Belgium",2016,"sup_govaction_5",5,3912.84301465299,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"138","Czechia",2011,"gen_evncon_6",1,110.723168007708,"ess_combo",42
"139","Czechia",2011,"gen_evncon_6",2,530.375143222243,"ess_combo",42
"140","Czechia",2011,"gen_evncon_6",3,1534.66096937013,"ess_combo",42
"141","Czechia",2011,"gen_evncon_6",4,4400.06781635356,"ess_combo",42
"142","Czechia",2011,"gen_evncon_6",5,6079.2228095371,"ess_combo",42
"143","Czechia",2011,"gen_evncon_6",6,4015.76465128744,"ess_combo",42
"144","Czechia",2016,"climate_chg_4",1,62.4354508993472,"ess8",42
"145","Czechia",2016,"climate_chg_4",2,197.684922702331,"ess8",42
"146","Czechia",2016,"climate_chg_4",3,1055.86748911717,"ess8",42
"147","Czechia",2016,"climate_chg_4",4,866.524046566193,"ess8",42
"148","Czechia",2016,"climate_tax_5",1,544.961791636431,"ess8",42
"149","Czechia",2016,"climate_tax_5",2,515.9444561138,"ess8",42
"150","Czechia",2016,"climate_tax_5",3,467.530481465718,"ess8",42
"151","Czechia",2016,"climate_tax_5",4,476.216250515898,"ess8",42
"152","Czechia",2016,"climate_tax_5",5,155.090571196449,"ess8",42
"153","Czechia",2016,"gen_clicon_5",1,269.244515640653,"ess8",42
"154","Czechia",2016,"gen_clicon_5",2,923.435832703205,"ess8",42
"155","Czechia",2016,"gen_clicon_5",3,566.673274203222,"ess8",42
"156","Czechia",2016,"gen_clicon_5",4,408.043937261824,"ess8",42
"157","Czechia",2016,"gen_clicon_5",5,81.9330810302081,"ess8",42
"158","Czechia",2016,"spe_indchge_11",1,14.5520433944277,"ess8",42
"159","Czechia",2016,"spe_indchge_11",2,8.78792052835683,"ess8",42
"160","Czechia",2016,"spe_indchge_11",3,12.0268402604718,"ess8",42
"161","Czechia",2016,"spe_indchge_11",4,42.8759662165889,"ess8",42
"162","Czechia",2016,"spe_indchge_11",5,57.511321062859,"ess8",42
"163","Czechia",2016,"spe_indchge_11",6,194.228475685099,"ess8",42
"164","Czechia",2016,"spe_indchge_11",7,173.883173647631,"ess8",42
"165","Czechia",2016,"spe_indchge_11",8,300.156893004478,"ess8",42
"166","Czechia",2016,"spe_indchge_11",9,335.199695931178,"ess8",42
"167","Czechia",2016,"spe_indchge_11",10,387.167342275644,"ess8",42
"168","Czechia",2016,"spe_indchge_11",11,703.595807082577,"ess8",42
"169","Czechia",2016,"spe_indchge_6",1,32.1375661457292,"ess8",42
"170","Czechia",2016,"spe_indchge_6",2,151.427717753885,"ess8",42
"171","Czechia",2016,"spe_indchge_6",3,696.544771531269,"ess8",42
"172","Czechia",2016,"spe_indchge_6",4,656.427747030939,"ess8",42
"173","Czechia",2016,"spe_indchge_6",5,412.049735393722,"ess8",42
"174","Czechia",2016,"spe_indchge_6",6,282.566470599734,"ess8",42
"175","Czechia",2016,"sup_govaction_5",1,1414.45459548568,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"176","Czechia",2016,"sup_govaction_5",2,3056.80642819633,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"177","Czechia",2016,"sup_govaction_5",3,5284.97335282111,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"178","Czechia",2016,"sup_govaction_5",4,6215.68367096566,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"179","Czechia",2016,"sup_govaction_5",5,3663.7477415386,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"180","Estonia",2011,"gen_evncon_6",1,68.9973709575755,"ess_combo",42
"181","Estonia",2011,"gen_evncon_6",2,228.009434804964,"ess_combo",42
"182","Estonia",2011,"gen_evncon_6",3,676.956133642156,"ess_combo",42
"183","Estonia",2011,"gen_evncon_6",4,2404.94059866357,"ess_combo",42
"184","Estonia",2011,"gen_evncon_6",5,7214.02623512357,"ess_combo",42
"185","Estonia",2011,"gen_evncon_6",6,4596.07815301926,"ess_combo",42
"186","Estonia",2016,"climate_chg_4",1,35.995014622613,"ess8",42
"187","Estonia",2016,"climate_chg_4",2,142.97186186432,"ess8",42
"188","Estonia",2016,"climate_chg_4",3,992.043913543944,"ess8",42
"189","Estonia",2016,"climate_chg_4",4,821.99294193748,"ess8",42
"190","Estonia",2016,"climate_tax_5",1,301.987840942402,"ess8",42
"191","Estonia",2016,"climate_tax_5",2,658.000162191195,"ess8",42
"192","Estonia",2016,"climate_tax_5",3,621.003486293945,"ess8",42
"193","Estonia",2016,"climate_tax_5",4,305.00901446126,"ess8",42
"194","Estonia",2016,"climate_tax_5",5,67.0011410526806,"ess8",42
"195","Estonia",2016,"gen_clicon_5",1,192.974353643991,"ess8",42
"196","Estonia",2016,"gen_clicon_5",2,717.012976426522,"ess8",42
"197","Estonia",2016,"gen_clicon_5",3,737.019602928409,"ess8",42
"198","Estonia",2016,"gen_clicon_5",4,301.999645046649,"ess8",42
"199","Estonia",2016,"gen_clicon_5",5,65.9920538735205,"ess8",42
"200","Estonia",2016,"spe_indchge_11",1,32.9973898268111,"ess8",42
"201","Estonia",2016,"spe_indchge_11",2,13.9985666199932,"ess8",42
"202","Estonia",2016,"spe_indchge_11",3,28.9931121056233,"ess8",42
"203","Estonia",2016,"spe_indchge_11",4,54.9977838358613,"ess8",42
"204","Estonia",2016,"spe_indchge_11",5,58.0065617339583,"ess8",42
"205","Estonia",2016,"spe_indchge_11",6,190.001904599288,"ess8",42
"206","Estonia",2016,"spe_indchge_11",7,139.987553461863,"ess8",42
"207","Estonia",2016,"spe_indchge_11",8,234.014619626417,"ess8",42
"208","Estonia",2016,"spe_indchge_11",9,356.974794733153,"ess8",42
"209","Estonia",2016,"spe_indchge_11",10,330.029339470702,"ess8",42
"210","Estonia",2016,"spe_indchge_11",11,549.998577020597,"ess8",42
"211","Estonia",2016,"spe_indchge_6",1,38.9942998846648,"ess8",42
"212","Estonia",2016,"spe_indchge_6",2,93.0050476976726,"ess8",42
"213","Estonia",2016,"spe_indchge_6",3,434.991653244332,"ess8",42
"214","Estonia",2016,"spe_indchge_6",4,627.954927636185,"ess8",42
"215","Estonia",2016,"spe_indchge_6",5,498.050094076803,"ess8",42
"216","Estonia",2016,"spe_indchge_6",6,312.008166879453,"ess8",42
"217","Estonia",2016,"sup_govaction_5",1,1703.99596020436,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"218","Estonia",2016,"sup_govaction_5",2,2450.9854423194,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"219","Estonia",2016,"sup_govaction_5",3,4263.06926613582,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"220","Estonia",2016,"sup_govaction_5",4,5553.99831110557,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"221","Estonia",2016,"sup_govaction_5",5,3258.96986121709,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"222","Finland",2010,"gen_evncon_6",1,78.0000497268982,"ess_combo",42
"223","Finland",2010,"gen_evncon_6",2,251.000160018608,"ess_combo",42
"224","Finland",2010,"gen_evncon_6",3,858.000546995881,"ess_combo",42
"225","Finland",2010,"gen_evncon_6",4,3106.00198015059,"ess_combo",42
"226","Finland",2010,"gen_evncon_6",5,6429.00409864396,"ess_combo",42
"227","Finland",2010,"gen_evncon_6",6,5817.00370847906,"ess_combo",42
"228","Finland",2016,"climate_chg_4",1,9.0000003017417,"ess8",42
"229","Finland",2016,"climate_chg_4",2,101.000003386212,"ess8",42
"230","Finland",2016,"climate_chg_4",3,1012.00003392918,"ess8",42
"231","Finland",2016,"climate_chg_4",4,793.000026586796,"ess8",42
"232","Finland",2016,"climate_tax_5",1,112.000003755008,"ess8",42
"233","Finland",2016,"climate_tax_5",2,315.000010560959,"ess8",42
"234","Finland",2016,"climate_tax_5",3,489.000016394632,"ess8",42
"235","Finland",2016,"climate_tax_5",4,758.000025413356,"ess8",42
"236","Finland",2016,"climate_tax_5",5,234.000007845284,"ess8",42
"237","Finland",2016,"gen_clicon_5",1,141.000004727287,"ess8",42
"238","Finland",2016,"gen_clicon_5",2,709.00002377054,"ess8",42
"239","Finland",2016,"gen_clicon_5",3,685.000022965896,"ess8",42
"240","Finland",2016,"gen_clicon_5",4,309.000010359798,"ess8",42
"241","Finland",2016,"gen_clicon_5",5,72.0000024139336,"ess8",42
"242","Finland",2016,"spe_indchge_11",1,23.0000007711177,"ess8",42
"243","Finland",2016,"spe_indchge_11",2,11.0000003687954,"ess8",42
"244","Finland",2016,"spe_indchge_11",3,27.0000009052251,"ess8",42
"245","Finland",2016,"spe_indchge_11",4,47.0000015757622,"ess8",42
"246","Finland",2016,"spe_indchge_11",5,37.0000012404936,"ess8",42
"247","Finland",2016,"spe_indchge_11",6,117.000003922642,"ess8",42
"248","Finland",2016,"spe_indchge_11",7,85.0000028497827,"ess8",42
"249","Finland",2016,"spe_indchge_11",8,212.000007107693,"ess8",42
"250","Finland",2016,"spe_indchge_11",9,461.00001545588,"ess8",42
"251","Finland",2016,"spe_indchge_11",10,497.000016662847,"ess8",42
"252","Finland",2016,"spe_indchge_11",11,388.00001300842,"ess8",42
"253","Finland",2016,"spe_indchge_6",1,14.000000469376,"ess8",42
"254","Finland",2016,"spe_indchge_6",2,57.0000019110307,"ess8",42
"255","Finland",2016,"spe_indchge_6",3,401.000013444269,"ess8",42
"256","Finland",2016,"spe_indchge_6",4,688.000023066476,"ess8",42
"257","Finland",2016,"spe_indchge_6",5,555.000018607405,"ess8",42
"258","Finland",2016,"spe_indchge_6",6,200.000006705371,"ess8",42
"259","Finland",2016,"sup_govaction_5",1,819.000027458494,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"260","Finland",2016,"sup_govaction_5",2,2480.0000831466,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"261","Finland",2016,"sup_govaction_5",3,4281.00014352847,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"262","Finland",2016,"sup_govaction_5",4,6257.00020977753,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"263","Finland",2016,"sup_govaction_5",5,3134.00010507316,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"264","France",2010,"gen_evncon_6",1,158.191004366975,"ess_combo",42
"265","France",2010,"gen_evncon_6",2,574.023577423734,"ess_combo",42
"266","France",2010,"gen_evncon_6",3,2106.07744799051,"ess_combo",42
"267","France",2010,"gen_evncon_6",4,3074.48491217747,"ess_combo",42
"268","France",2010,"gen_evncon_6",5,5205.78590693374,"ess_combo",42
"269","France",2010,"gen_evncon_6",6,5639.36516711553,"ess_combo",42
"270","France",2016,"climate_chg_4",1,16.0783352281963,"ess8",42
"271","France",2016,"climate_chg_4",2,59.827101031064,"ess8",42
"272","France",2016,"climate_chg_4",3,685.956613471619,"ess8",42
"273","France",2016,"climate_chg_4",4,1294.43401271717,"ess8",42
"274","France",2016,"climate_tax_5",1,476.900421455527,"ess8",42
"275","France",2016,"climate_tax_5",2,632.28510365798,"ess8",42
"276","France",2016,"climate_tax_5",3,470.194592921643,"ess8",42
"277","France",2016,"climate_tax_5",4,370.93098334336,"ess8",42
"278","France",2016,"climate_tax_5",5,109.13756706646,"ess8",42
"279","France",2016,"gen_clicon_5",1,105.728405801706,"ess8",42
"280","France",2016,"gen_clicon_5",2,523.082907094209,"ess8",42
"281","France",2016,"gen_clicon_5",3,764.410507796477,"ess8",42
"282","France",2016,"gen_clicon_5",4,511.487136584819,"ess8",42
"283","France",2016,"gen_clicon_5",5,157.507417475934,"ess8",42
"284","France",2016,"spe_indchge_11",1,23.7572276808702,"ess8",42
"285","France",2016,"spe_indchge_11",2,10.5300715519804,"ess8",42
"286","France",2016,"spe_indchge_11",3,25.3286333827397,"ess8",42
"287","France",2016,"spe_indchge_11",4,39.5887457888225,"ess8",42
"288","France",2016,"spe_indchge_11",5,50.7797556259016,"ess8",42
"289","France",2016,"spe_indchge_11",6,162.187592758444,"ess8",42
"290","France",2016,"spe_indchge_11",7,104.069837721465,"ess8",42
"291","France",2016,"spe_indchge_11",8,212.351358440217,"ess8",42
"292","France",2016,"spe_indchge_11",9,502.586163800855,"ess8",42
"293","France",2016,"spe_indchge_11",10,384.580931086652,"ess8",42
"294","France",2016,"spe_indchge_11",11,537.018544320231,"ess8",42
"295","France",2016,"spe_indchge_6",1,24.7445677470269,"ess8",42
"296","France",2016,"spe_indchge_6",2,83.5795232064973,"ess8",42
"297","France",2016,"spe_indchge_6",3,326.817350913918,"ess8",42
"298","France",2016,"spe_indchge_6",4,605.880625474461,"ess8",42
"299","France",2016,"spe_indchge_6",5,604.485969305972,"ess8",42
"300","France",2016,"spe_indchge_6",6,421.71163786694,"ess8",42
"301","France",2016,"sup_govaction_5",1,881.148721852001,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"302","France",2016,"sup_govaction_5",2,2158.63127197043,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"303","France",2016,"sup_govaction_5",3,3907.3433262605,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"304","France",2016,"sup_govaction_5",4,6550.41778823892,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"305","France",2016,"sup_govaction_5",5,4737.67766397496,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
"306","Hungary",2010,"gen_evncon_6",1,76.2023076410118,"ess_combo",42
"307","Hungary",2010,"gen_evncon_6",2,196.252899064389,"ess_combo",42
"308","Hungary",2010,"gen_evncon_6",3,605.703981560689,"ess_combo",42
"309","Hungary",2010,"gen_evncon_6",4,2070.98826662236,"ess_combo",42
"310","Hungary",2010,"gen_evncon_6",5,5154.68708503006,"ess_combo",42
"311","Hungary",2010,"gen_evncon_6",6,5966.99917830431,"ess_combo",42
"312","Hungary",2017,"climate_chg_4",1,20.5451572862322,"ess8",42
"313","Hungary",2017,"climate_chg_4",2,111.32285495033,"ess8",42
"314","Hungary",2017,"climate_chg_4",3,664.798876548187,"ess8",42
"315","Hungary",2017,"climate_chg_4",4,756.770455209693,"ess8",42
"316","Hungary",2017,"climate_tax_5",1,391.067297917947,"ess8",42
"317","Hungary",2017,"climate_tax_5",2,313.054294075288,"ess8",42
"318","Hungary",2017,"climate_tax_5",3,357.291509871397,"ess8",42
"319","Hungary",2017,"climate_tax_5",4,332.946704409991,"ess8",42
"320","Hungary",2017,"climate_tax_5",5,95.8976713898014,"ess8",42
"321","Hungary",2017,"gen_clicon_5",1,181.17789210077,"ess8",42
"322","Hungary",2017,"gen_clicon_5",2,488.985926173937,"ess8",42
"323","Hungary",2017,"gen_clicon_5",3,683.44887536386,"ess8",42
"324","Hungary",2017,"gen_clicon_5",4,194.364745348358,"ess8",42
"325","Hungary",2017,"gen_clicon_5",5,45.0586864885045,"ess8",42
"326","Hungary",2017,"spe_indchge_11",1,22.6526879934216,"ess8",42
"327","Hungary",2017,"spe_indchge_11",2,14.4938643663386,"ess8",42
"328","Hungary",2017,"spe_indchge_11",3,19.806118722041,"ess8",42
"329","Hungary",2017,"spe_indchge_11",4,54.4321727965211,"ess8",42
"330","Hungary",2017,"spe_indchge_11",5,68.1418782964179,"ess8",42
"331","Hungary",2017,"spe_indchge_11",6,146.800238355159,"ess8",42
"332","Hungary",2017,"spe_indchge_11",7,129.658148787321,"ess8",42
"333","Hungary",2017,"spe_indchge_11",8,216.899626131924,"ess8",42
"334","Hungary",2017,"spe_indchge_11",9,232.057675861651,"ess8",42
"335","Hungary",2017,"spe_indchge_11",10,150.114735419379,"ess8",42
"336","Hungary",2017,"spe_indchge_11",11,519.474739782629,"ess8",42
"337","Hungary",2017,"spe_indchge_6",1,9.51325846277897,"ess8",42
"338","Hungary",2017,"spe_indchge_6",2,46.2801941601371,"ess8",42
"339","Hungary",2017,"spe_indchge_6",3,285.359525709194,"ess8",42
"340","Hungary",2017,"spe_indchge_6",4,565.161636877242,"ess8",42
"341","Hungary",2017,"spe_indchge_6",5,356.698779944197,"ess8",42
"342","Hungary",2017,"spe_indchge_6",6,302.0843987799,"ess8",42
"343","Hungary",2017,"sup_govaction_5",1,749.218471139004,"ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8, ess8",42
